RataRata_Edukasi_Dewasa,SQBmeaned,SQBdependency,SQBovercrowding,Jumlah_HP,SQBedjefe,Tingkat_Kepadatan_Penghuni,SQBhogar_nin,Jumlah_Ruangan,Umur,Jumlah_Anak_0_19,SQBage,agesq,Jumlah_Dewasa,Sewa_Rumah_Bulanan,Total_Individu_Keluarga,Jumlah_Orang_Tinggal_DiRumah,Lama_Sekolah_Tahun,SQBescolari,SQBhogar_total,Punya_Plafon,Dinding_Bata,Kualitas_Lantai_Baik,Kualitas_Atap_Baik,Kualitas_Dinding_Baik,Lantai_Keramik,Masak_Gas,Masak_Listrik,Area_Pedesaan,Area_Perkotaan,Rumah_Milik_Sendiri_Lunas,Punya_TV,Kualitas_Atap_Sedang,Dinding_Semen_Prefab,Kualitas_Dinding_Sedang,Jumlah_Lansia_65Plus,Tingkat_Kemiskinan
7.0,49.0,0.25,9.0,3,81,3.0,4,4,23,2,529,529,4,130000.0,6,6,6,36,36,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,4
4.75,22.5625,2.25,1.5625,3,4,1.25,1,6,66,1,4356,4356,4,130000.0,5,5,0,0,25,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,2
4.75,22.5625,2.25,1.5625,3,4,1.25,1,6,3,1,9,9,4,130000.0,5,5,0,0,25,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,2
4.75,22.5625,2.25,1.5625,3,4,1.25,1,6,21,1,441,441,4,130000.0,5,5,11,121,25,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,2
4.75,22.5625,2.25,1.5625,3,4,1.25,1,6,45,1,2025,2025,4,130000.0,5,5,6,36,25,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,2
4.75,22.5625,2.25,1.5625,3,4,1.25,1,6,73,1,5329,5329,4,130000.0,5,5,2,4,25,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,2
4.3333335,18.777779,0.0,0.5625,3,1,0.75,0,6,22,0,484,484,3,130000.0,3,3,6,36,9,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,3
4.3333335,18.777779,0.0,0.5625,3,1,0.75,0,6,50,0,2500,2500,3,130000.0,3,3,6,36,9,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,3
4.3333335,18.777779,0.0,0.5625,3,1,0.75,0,6,59,0,3481,3481,3,130000.0,3,3,1,1,9,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,3
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,50,2,2500,2500,5,130000.0,7,7,10,100,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,25,2,625,625,5,130000.0,7,7,14,196,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,0,2,0,0,5,130000.0,7,7,0,0,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,29,2,841,841,5,130000.0,7,7,17,289,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,23,2,529,529,5,130000.0,7,7,14,196,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,19,2,361,361,5,130000.0,7,7,11,121,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
15.0,225.0,0.16000001,3.0625,4,81,1.75,4,9,57,2,3249,3249,5,130000.0,7,7,9,81,49,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
8.5,72.25,0.25,2.25,6,121,1.5,4,7,20,2,400,400,4,130000.0,6,6,6,36,36,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2
8.5,72.25,0.25,2.25,6,121,1.5,4,7,54,2,2916,2916,4,130000.0,6,6,11,121,36,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2
8.5,72.25,0.25,2.25,6,121,1.5,4,7,23,2,529,529,4,130000.0,6,6,10,100,36,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2
8.5,72.25,0.25,2.25,6,121,1.5,4,7,53,2,2809,2809,4,130000.0,6,6,1,1,36,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2
8.5,72.25,0.25,2.25,6,121,1.5,4,7,18,2,324,324,4,130000.0,6,6,6,36,36,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2
8.5,72.25,0.25,2.25,6,121,1.5,4,7,4,2,16,16,4,130000.0,6,6,0,0,36,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,2
3.5,12.25,1.0,1.0,1,0,1.0,0,4,45,0,2025,2025,2,130000.0,2,2,6,36,4,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,4
3.5,12.25,1.0,1.0,1,0,1.0,0,4,89,0,7921,7921,2,130000.0,2,2,1,1,4,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,4
9.0,81.0,0.25,2.25,2,49,1.5,1,4,3,1,9,9,2,27000.0,3,3,0,0,9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2
9.0,81.0,0.25,2.25,2,49,1.5,1,4,28,1,784,784,2,27000.0,3,3,7,49,9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2
9.0,81.0,0.25,2.25,2,49,1.5,1,4,26,1,676,676,2,27000.0,3,3,11,121,9,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2
5.5,30.25,0.0,1.0,2,25,1.0,0,4,47,0,2209,2209,2,130000.0,2,2,5,25,4,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,3
5.5,30.25,0.0,1.0,2,25,1.0,0,4,44,0,1936,1936,2,130000.0,2,2,6,36,4,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,3
5.0,25.0,1.0,4.0,0,36,2.0,1,5,16,1,256,256,5,130000.0,6,6,6,36,36,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,3
5.0,25.0,1.0,4.0,0,36,2.0,1,5,22,1,484,484,5,130000.0,6,6,11,121,36,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,3
5.0,25.0,1.0,4.0,0,36,2.0,1,5,43,1,1849,1849,5,130000.0,6,6,0,0,36,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,3
5.0,25.0,1.0,4.0,0,36,2.0,1,5,73,1,5329,5329,5,130000.0,6,6,2,4,36,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,3
5.0,25.0,1.0,4.0,0,36,2.0,1,5,45,1,2025,2025,5,130000.0,6,6,6,36,36,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,3
5.0,25.0,1.0,4.0,0,36,2.0,1,5,75,1,5625,5625,5,130000.0,6,6,6,36,36,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,2,3
7.0,49.0,0.0,0.25,1,49,0.5,0,4,39,0,1521,1521,1,130000.0,1,1,7,49,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4
6.0,36.0,1.0,1.0,2,36,1.0,1,4,14,1,196,196,1,130000.0,2,2,7,49,4,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,2
6.0,36.0,1.0,1.0,2,36,1.0,1,4,52,1,2704,2704,1,130000.0,2,2,6,36,4,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,2
6.0,36.0,1.0,0.64000005,4,36,0.80000001,4,8,34,2,1156,1156,2,130000.0,4,4,6,36,16,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,3
3.0,9.0,1.0,1.0,1,0,1.0,0,4,74,0,5476,5476,2,130000.0,2,2,6,36,4,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,4
3.0,9.0,1.0,1.0,1,0,1.0,0,4,50,0,2500,2500,2,130000.0,2,2,0,0,4,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,4
16.0,256.0,0.0,1.0,2,289,1.0,0,5,50,0,2500,2500,2,420000.0,2,2,17,289,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4
16.0,256.0,0.0,1.0,2,289,1.0,0,5,50,0,2500,2500,2,420000.0,2,2,15,225,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4
11.25,126.5625,0.0,1.7777779,2,121,1.3333334,0,4,50,0,2500,2500,4,130000.0,4,4,11,121,16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4
11.25,126.5625,0.0,1.7777779,2,121,1.3333334,0,4,29,0,841,841,4,130000.0,4,4,14,196,16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4
11.25,126.5625,0.0,1.7777779,2,121,1.3333334,0,4,47,0,2209,2209,4,130000.0,4,4,11,121,16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4
11.25,126.5625,0.0,1.7777779,2,121,1.3333334,0,4,25,0,625,625,4,130000.0,4,4,9,81,16,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4
9.5,90.25,0.25,2.25,6,36,1.5,4,6,26,2,676,676,4,130000.0,6,6,9,81,36,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4
9.5,90.25,0.25,2.25,6,36,1.5,4,6,24,2,576,576,4,130000.0,6,6,6,36,36,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4
9.5,90.25,0.25,2.25,6,36,1.5,4,6,19,2,361,361,4,130000.0,6,6,11,121,36,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4
9.5,90.25,0.25,2.25,6,36,1.5,4,6,11,2,121,121,4,130000.0,6,6,5,25,36,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4
9.5,90.25,0.25,2.25,6,36,1.5,4,6,42,2,1764,1764,4,130000.0,6,6,6,36,36,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4
9.5,90.25,0.25,2.25,6,36,1.5,4,6,43,2,1849,1849,4,130000.0,6,6,6,36,36,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,4
6.0,36.0,64.0,0.25,1,0,0.5,0,4,66,0,4356,4356,1,130000.0,1,1,6,36,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,3
12.0,144.0,1.0,4.0,2,81,2.0,4,4,11,2,121,121,2,130000.0,4,4,5,25,16,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
12.0,144.0,1.0,4.0,2,81,2.0,4,4,0,2,0,0,2,130000.0,4,4,0,0,16,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
12.0,144.0,1.0,4.0,2,81,2.0,4,4,42,2,1764,1764,2,130000.0,4,4,9,81,16,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
12.0,144.0,1.0,4.0,2,81,2.0,4,4,36,2,1296,1296,2,130000.0,4,4,15,225,16,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
6.0,36.0,0.0,0.25,1,36,0.5,0,4,62,0,3844,3844,1,130000.0,1,1,6,36,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,4
12.0,144.0,1.0,4.0,4,36,2.0,4,4,12,2,144,144,2,130000.0,4,4,6,36,16,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,4
12.0,144.0,1.0,4.0,4,36,2.0,4,4,50,2,2500,2500,2,130000.0,4,4,6,36,16,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,4
12.0,144.0,1.0,4.0,4,36,2.0,4,4,19,2,361,361,2,130000.0,4,4,12,144,16,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,4
12.0,144.0,1.0,4.0,4,36,2.0,4,4,41,2,1681,1681,2,130000.0,4,4,6,36,16,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,4
6.0,36.0,0.25,2.25,3,36,1.5,1,4,15,1,225,225,2,130000.0,3,3,9,81,9,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,4
6.0,36.0,0.25,2.25,3,36,1.5,1,4,44,1,1936,1936,2,130000.0,3,3,6,36,9,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,4
6.0,36.0,0.25,2.25,3,36,1.5,1,4,42,1,1764,1764,2,130000.0,3,3,6,36,9,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,4
8.5,72.25,0.44444448,2.7777777,2,0,1.6666666,1,5,26,1,676,676,4,130000.0,5,5,12,144,25,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4
8.5,72.25,0.44444448,2.7777777,2,0,1.6666666,1,5,97,1,9409,9409,4,130000.0,5,5,3,9,25,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4
8.5,72.25,0.44444448,2.7777777,2,0,1.6666666,1,5,54,1,2916,2916,4,130000.0,5,5,6,36,25,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4
8.5,72.25,0.44444448,2.7777777,2,0,1.6666666,1,5,21,1,441,441,4,130000.0,5,5,13,169,25,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4
8.5,72.25,0.44444448,2.7777777,2,0,1.6666666,1,5,4,1,16,16,4,130000.0,5,5,0,0,25,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,4
14.333333,205.44444,0.25,0.64000005,4,0,0.80000001,0,8,23,0,529,529,3,130000.0,3,4,13,169,9,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,4
14.333333,205.44444,0.25,0.64000005,4,0,0.80000001,0,8,34,0,1156,1156,3,130000.0,3,4,15,225,9,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,4
14.333333,205.44444,0.25,0.64000005,4,0,0.80000001,0,8,65,0,4225,4225,3,130000.0,3,4,15,225,9,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,4
11.5,132.25,1.0,1.7777779,2,0,1.3333334,4,6,26,2,676,676,2,130000.0,4,4,8,64,16,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
11.5,132.25,1.0,1.7777779,2,0,1.3333334,4,6,3,2,9,9,2,130000.0,4,4,0,0,16,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
11.5,132.25,1.0,1.7777779,2,0,1.3333334,4,6,0,2,0,0,2,130000.0,4,4,0,0,16,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
11.5,132.25,1.0,1.7777779,2,0,1.3333334,4,6,30,2,900,900,2,130000.0,4,4,15,225,16,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
7.5,56.25,1.0,4.0,3,81,2.0,4,4,16,2,256,256,2,130000.0,4,4,9,81,16,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,3
7.6666665,58.777775,0.0,1.0,3,25,1.0,0,5,21,0,441,441,3,130000.0,3,3,12,144,9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,4
7.6666665,58.777775,0.0,1.0,3,25,1.0,0,5,48,0,2304,2304,3,130000.0,3,3,6,36,9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,4
7.6666665,58.777775,0.0,1.0,3,25,1.0,0,5,55,0,3025,3025,3,130000.0,3,3,5,25,9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,4
3.5,12.25,0.25,2.25,3,1,1.5,1,4,17,1,289,289,2,130000.0,3,3,11,121,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
3.5,12.25,0.25,2.25,3,1,1.5,1,4,46,1,2116,2116,2,130000.0,3,3,1,1,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
3.5,12.25,0.25,2.25,3,1,1.5,1,4,52,1,2704,2704,2,130000.0,3,3,6,36,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
7.5,56.25,2.25,2.7777777,3,81,1.6666666,9,5,13,3,169,169,2,80000.0,5,5,6,36,25,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4
7.5,56.25,2.25,2.7777777,3,81,1.6666666,9,5,28,3,784,784,2,80000.0,5,5,9,81,25,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4
7.5,56.25,2.25,2.7777777,3,81,1.6666666,9,5,0,3,0,0,2,80000.0,5,5,0,0,25,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4
7.5,56.25,2.25,2.7777777,3,81,1.6666666,9,5,11,3,121,121,2,80000.0,5,5,5,25,25,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4
7.5,56.25,2.25,2.7777777,3,81,1.6666666,9,5,32,3,1024,1024,2,80000.0,5,5,6,36,25,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,4
1.5,2.25,0.25,1.0,2,0,1.0,1,4,17,1,289,289,2,92000.0,3,3,9,81,9,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,4
1.5,2.25,0.25,1.0,2,0,1.0,1,4,63,1,3969,3969,2,92000.0,3,3,0,0,9,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,4
1.5,2.25,0.25,1.0,2,0,1.0,1,4,35,1,1225,1225,2,92000.0,3,3,3,9,9,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,4
12.333333,152.1111,0.44444448,1.5625,5,36,1.25,4,9,23,2,529,529,3,130000.0,5,5,13,169,25,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
12.333333,152.1111,0.44444448,1.5625,5,36,1.25,4,9,47,2,2209,2209,3,130000.0,5,5,8,64,25,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
12.333333,152.1111,0.44444448,1.5625,5,36,1.25,4,9,10,2,100,100,3,130000.0,5,5,3,9,25,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
12.333333,152.1111,0.44444448,1.5625,5,36,1.25,4,9,51,2,2601,2601,3,130000.0,5,5,6,36,25,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
12.333333,152.1111,0.44444448,1.5625,5,36,1.25,4,9,18,2,324,324,3,130000.0,5,5,10,100,25,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
6.0,36.0,0.0,2.25,1,36,1.5,0,4,59,0,3481,3481,3,130000.0,3,3,6,36,9,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,3
6.0,36.0,0.0,2.25,1,36,1.5,0,4,51,0,2601,2601,3,130000.0,3,3,6,36,9,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,3
6.0,36.0,0.0,2.25,1,36,1.5,0,4,28,0,784,784,3,130000.0,3,3,6,36,9,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,3
6.0,36.0,2.25,6.25,3,36,2.5,9,5,40,3,1600,1600,2,130000.0,5,5,6,36,25,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,4
6.0,36.0,2.25,6.25,3,36,2.5,9,5,13,3,169,169,2,130000.0,5,5,6,36,25,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,4
6.0,36.0,2.25,6.25,3,36,2.5,9,5,17,3,289,289,2,130000.0,5,5,10,100,25,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,4
6.0,36.0,2.25,6.25,3,36,2.5,9,5,15,3,225,225,2,130000.0,5,5,7,49,25,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,4
6.0,36.0,2.25,6.25,3,36,2.5,9,5,45,3,2025,2025,2,130000.0,5,5,6,36,25,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,4
22.0,484.0,4.0,2.25,2,0,1.5,4,4,19,2,361,361,1,130000.0,3,3,10,100,9,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,2
22.0,484.0,4.0,2.25,2,0,1.5,4,4,2,2,4,4,1,130000.0,3,3,0,0,9,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,2
22.0,484.0,4.0,2.25,2,0,1.5,4,4,22,2,484,484,1,130000.0,3,3,12,144,9,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1
16.0,256.0,0.0,0.25,1,0,0.5,0,5,33,0,1089,1089,1,130000.0,1,1,16,256,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,4
6.0,36.0,64.0,4.0,0,36,2.0,0,4,87,0,7569,7569,2,130000.0,2,2,6,36,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,3
6.0,36.0,64.0,4.0,0,36,2.0,0,4,71,0,5041,5041,2,130000.0,2,2,6,36,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,3
14.5,210.25,0.25,2.25,2,225,1.5,1,4,29,1,841,841,2,180000.0,3,3,14,196,9,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4
14.5,210.25,0.25,2.25,2,225,1.5,1,4,3,1,9,9,2,180000.0,3,3,0,0,9,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4
14.5,210.25,0.25,2.25,2,225,1.5,1,4,31,1,961,961,2,180000.0,3,3,15,225,9,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,4
7.5,56.25,0.25,2.25,3,36,1.5,1,5,34,1,1156,1156,2,25000.0,3,3,9,81,9,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,3
7.5,56.25,0.25,2.25,3,36,1.5,1,5,42,1,1764,1764,2,25000.0,3,3,6,36,9,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,3
7.5,56.25,0.25,2.25,3,36,1.5,1,5,13,1,169,169,2,25000.0,3,3,7,49,9,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,3
17.0,289.0,0.25,1.0,3,169,1.0,1,5,39,1,1521,1521,2,130000.0,3,3,9,81,9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,4
17.0,289.0,0.25,1.0,3,169,1.0,1,5,21,1,441,441,2,130000.0,3,3,13,169,9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,4
17.0,289.0,0.25,1.0,3,169,1.0,1,5,19,1,361,361,2,130000.0,3,3,12,144,9,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,4
7.8000002,60.840004,0.0625,1.5625,7,36,1.25,0,6,60,0,3600,3600,5,130000.0,5,5,6,36,25,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,4
7.8000002,60.840004,0.0625,1.5625,7,36,1.25,0,6,25,0,625,625,5,130000.0,5,5,10,100,25,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,4
7.8000002,60.840004,0.0625,1.5625,7,36,1.25,0,6,29,0,841,841,5,130000.0,5,5,11,121,25,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,4
7.8000002,60.840004,0.0625,1.5625,7,36,1.25,0,6,41,0,1681,1681,5,130000.0,5,5,6,36,25,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,4
7.8000002,60.840004,0.0625,1.5625,7,36,1.25,0,6,68,0,4624,4624,5,130000.0,5,5,6,36,25,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,4
4.0,16.0,64.0,1.0,1,0,1.0,0,4,81,0,6561,6561,1,130000.0,1,1,4,16,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,3
4.0,16.0,1.0,1.7777779,1,4,1.3333334,4,5,59,2,3481,3481,2,130000.0,4,4,2,4,16,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2
4.0,16.0,1.0,1.7777779,1,4,1.3333334,4,5,12,2,144,144,2,130000.0,4,4,5,25,16,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2
4.0,16.0,1.0,1.7777779,1,4,1.3333334,4,5,15,2,225,225,2,130000.0,4,4,6,36,16,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2
4.0,16.0,1.0,1.7777779,1,4,1.3333334,4,5,49,2,2401,2401,2,130000.0,4,4,6,36,16,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2
6.0,36.0,64.0,1.0,2,36,1.0,0,5,71,0,5041,5041,2,130000.0,2,2,6,36,4,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,4
6.0,36.0,64.0,1.0,2,36,1.0,0,5,71,0,5041,5041,2,130000.0,2,2,6,36,4,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,2,4
7.0,49.0,0.25,1.0,3,36,1.0,0,5,26,0,676,676,3,130000.0,3,3,12,144,9,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,4
7.0,49.0,0.25,1.0,3,36,1.0,0,5,61,0,3721,3721,3,130000.0,3,3,3,9,9,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,4
7.0,49.0,0.25,1.0,3,36,1.0,0,5,70,0,4900,4900,3,130000.0,3,3,6,36,9,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,4
13.0,169.0,1.0,1.7777779,3,0,1.3333334,4,5,13,2,169,169,2,130000.0,4,4,6,36,16,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,4
13.0,169.0,1.0,1.7777779,3,0,1.3333334,4,5,42,2,1764,1764,2,130000.0,4,4,12,144,16,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,4
13.0,169.0,1.0,1.7777779,3,0,1.3333334,4,5,1,2,1,1,2,130000.0,4,4,0,0,16,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,4
13.0,169.0,1.0,1.7777779,3,0,1.3333334,4,5,24,2,576,576,2,130000.0,4,4,14,196,16,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,4
6.0,36.0,0.0,4.0,2,36,2.0,0,1,27,0,729,729,2,40000.0,2,2,6,36,4,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,4
6.0,36.0,0.0,4.0,2,36,2.0,0,1,23,0,529,529,2,40000.0,2,2,6,36,4,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,4
14.0,196.0,0.25,0.5625,3,225,0.75,1,6,31,1,961,961,2,130000.0,3,3,13,169,9,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
14.0,196.0,0.25,0.5625,3,225,0.75,1,6,43,1,1849,1849,2,130000.0,3,3,15,225,9,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
14.0,196.0,0.25,0.5625,3,225,0.75,1,6,11,1,121,121,2,130000.0,3,3,4,16,9,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,4
6.3333335,40.111115,0.0,2.25,3,36,1.5,0,3,44,0,1936,1936,3,130000.0,3,3,3,9,9,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,4
6.3333335,40.111115,0.0,2.25,3,36,1.5,0,3,21,0,441,441,3,130000.0,3,3,10,100,9,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,4
6.3333335,40.111115,0.0,2.25,3,36,1.5,0,3,52,0,2704,2704,3,130000.0,3,3,6,36,9,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,4
8.0,64.0,4.0,1.0,2,0,1.0,1,5,86,1,7396,7396,2,130000.0,3,3,2,4,9,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,2
8.0,64.0,4.0,1.0,2,0,1.0,1,5,45,1,2025,2025,2,130000.0,3,3,3,9,9,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,2
8.0,64.0,4.0,1.0,2,0,1.0,1,5,18,1,324,324,2,130000.0,3,3,11,121,9,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,2
